Phytochemical,Link
"3-BETA-TRANS-(3,4-DIHYDROXYCINNAMOYLOXY)-OLEAN-18-EN-28-OIC-ACID",https://neist.res.in/osadhi/phytodetail.php?phyto=+3-BETA-TRANS-%283%2C4-DIHYDROXYCINNAMOYLOXY%29-OLEAN-18-EN-28-OIC-ACID
3-HYDROXY-MUGENIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-HYDROXY-MUGENIC-ACID
3-Methoxybenzaldehyde,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-Methoxybenzaldehyde
3-Methylbenzaldehyde,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-Methylbenzaldehyde
3-Methylbutyl 2-methylbutanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-Methylbutyl+2-methylbutanoate
3-Methylbutyl hexanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-Methylbutyl+hexanoate
3-Methylbutyl pentanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-Methylbutyl+pentanoate
3-Methylellagic acid 8-rhamnoside,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-Methylellagic+acid+8-rhamnoside
3-Methylfuran,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-Methylfuran
3-Methylnonacosane,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-Methylnonacosane
3-O-(2-O-{BETA-D-GLUCOPYRANOSYL}-6-O-(4-O-{BETA-D-GLUCOPYRANOSYL}TRANS-FERULYL)...CYANIDIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-O-%282-O-%7BBETA-D-GLUCOPYRANOSYL%7D-6-O-%284-O-%7BBETA-D-GLUCOPYRANOSYL%7DTRANS-FERULYL%29...CYANIDIN
3-O-(6-O-(TRANS-P-COUMARYL)-2-O-(BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSYL)-CYANIDIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-O-%286-O-%28TRANS-P-COUMARYL%29-2-O-%28BETA-D-GLUCOPYRANOSYL%29-BETA-D-GLUCOPYRANOSYL%29-5-O-%28BETA-D-GLUCOPYRANOSYL%29-CYANIDIN
3-O-CROTONYL-URSOLIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-O-CROTONYL-URSOLIC-ACID
3-O-TRANS-P-COUMAROYL-ROTUNDIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+3-O-TRANS-P-COUMAROYL-ROTUNDIC-ACID
"4,4,14alpha-Trimethylcholesta-8(9),24-dien-3beta-ol",https://neist.res.in/osadhi/phytodetail.php?phyto=+4%2C4%2C14alpha-Trimethylcholesta-8%289%29%2C24-dien-3beta-ol
4-Aminobenzaldehyde,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Aminobenzaldehyde
4-Carvomenthenol,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Carvomenthenol+
4-Hydroxy-5-methylfuran-3-carboxylic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Hydroxy-5-methylfuran-3-carboxylic+acid
4-Hydroxybenzaldehyde,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Hydroxybenzaldehyde
"4-Methoxy-9,10-dihydrophenanthrene-2,7-diol",https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Methoxy-9%2C10-dihydrophenanthrene-2%2C7-diol
4-Methoxybenzaldehyde,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Methoxybenzaldehyde
4-Methoxybenzoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Methoxybenzoic+acid
4-Methoxyphenol,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Methoxyphenol
"4-Methyl-2,6-naphthyridine",https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Methyl-2%2C6-naphthyridine
4-Methylpentyl 2-methylbutanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Methylpentyl+2-methylbutanoate
4-Methylpentyl 4-methylpentanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Methylpentyl+4-methylpentanoate
4-Methylpentyl benzoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-Methylpentyl+benzoate
4-[2-Hydroxy-3-(4-hydroxyphenyl)propyl]phenol,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-%5B2-Hydroxy-3-%284-hydroxyphenyl%29propyl%5Dphenol
4-[3-(4-Hydroxyphenyl)propyl]-3-methoxyphenol,https://neist.res.in/osadhi/phytodetail.php?phyto=+4-%5B3-%284-Hydroxyphenyl%29propyl%5D-3-methoxyphenol
"5,6-DIHYDRO-BETA-BETA-CAROTEN-3,3',5,6-TETROL",https://neist.res.in/osadhi/phytodetail.php?phyto=+5%2C6-DIHYDRO-BETA-BETA-CAROTEN-3%2C3%27%2C5%2C6-TETROL
"5,7-Dihydroxy-2-(4-hydroxyphenyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",https://neist.res.in/osadhi/phytodetail.php?phyto=+5%2C7-Dihydroxy-2-%284-hydroxyphenyl%29-3-%5B3%2C4%2C5-trihydroxy-6-%28hydroxymethyl%29oxan-2-yl%5Doxychromen-4-one
"5,7-Dimethoxyphenanthrene-2,6-diol",https://neist.res.in/osadhi/phytodetail.php?phyto=+5%2C7-Dimethoxyphenanthrene-2%2C6-diol
"5,7-Dimethylundecane",https://neist.res.in/osadhi/phytodetail.php?phyto=+5%2C7-Dimethylundecane
5-DEHYDROSHIKIMIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+5-DEHYDROSHIKIMIC-ACID
"5-hydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",https://neist.res.in/osadhi/phytodetail.php?phyto=+5-hydroxy-2-%284-hydroxy-3%2C5-dimethoxyphenyl%29-7-%5B%282S%2C3R%2C4S%2C5S%2C6R%29-3%2C4%2C5-trihydroxy-6-%28hydroxymethyl%29oxan-2-yl%5Doxychromen-4-one
5-Hydroxy-2-(hydroxymethyl)-7-methoxychromen-4-one,https://neist.res.in/osadhi/phytodetail.php?phyto=+5-Hydroxy-2-%28hydroxymethyl%29-7-methoxychromen-4-one
5-Propyltridecane,https://neist.res.in/osadhi/phytodetail.php?phyto=+5-Propyltridecane
"5-[3-(1,3-Benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxole",https://neist.res.in/osadhi/phytodetail.php?phyto=+5-%5B3-%281%2C3-Benzodioxol-5-yl%29-1%2C3%2C3a%2C4%2C6%2C6a-hexahydrofuro%5B3%2C4-c%5Dfuran-6-yl%5D-1%2C3-benzodioxole
"6,10,14-Trimethylpentadecan-2-one",https://neist.res.in/osadhi/phytodetail.php?phyto=+6%2C10%2C14-Trimethylpentadecan-2-one
"6,10-Dimethylundecan-2-one",https://neist.res.in/osadhi/phytodetail.php?phyto=+6%2C10-Dimethylundecan-2-one
"6,11-dihydroxy-3,3-dimethyl-12H-pyrano[2,3-c]acridin-7-one",https://neist.res.in/osadhi/phytodetail.php?phyto=+6%2C11-dihydroxy-3%2C3-dimethyl-12H-pyrano%5B2%2C3-c%5Dacridin-7-one
"6,7-Dimethoxy-1-methyl-1,2,3,4-tetrahydroisoquinoline",https://neist.res.in/osadhi/phytodetail.php?phyto=+6%2C7-Dimethoxy-1-methyl-1%2C2%2C3%2C4-tetrahydroisoquinoline
6-alpha-Senecioylchapparin,https://neist.res.in/osadhi/phytodetail.php?phyto=+6-alpha-Senecioylchapparin
"6-methoxy-3,3-dimethyl-12H-pyrano[2,3-c]acridin-7-one",https://neist.res.in/osadhi/phytodetail.php?phyto=+6-methoxy-3%2C3-dimethyl-12H-pyrano%5B2%2C3-c%5Dacridin-7-one
6-methyl-9H-carbazol-3-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=+6-methyl-9H-carbazol-3-ol
6BETA-HYDROXY-CARNOSOL,https://neist.res.in/osadhi/phytodetail.php?phyto=+6BETA-HYDROXY-CARNOSOL
7-Methoxy-6-methyl-9H-carbazol-3-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=+7-Methoxy-6-methyl-9H-carbazol-3-ol
"7-Methoxy-9H-pyrido[3,4-b]indole",https://neist.res.in/osadhi/phytodetail.php?phyto=+7-Methoxy-9H-pyrido%5B3%2C4-b%5Dindole
7-METHOXY-BETA-CARBOLINE-1-PROPIONIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+7-METHOXY-BETA-CARBOLINE-1-PROPIONIC-ACID
7-Methyl-3-methylideneoctan-1-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=+7-Methyl-3-methylideneoctan-1-ol
7-OCTADECENOIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+7-OCTADECENOIC-ACID
7-STIGMASTEN-3BETA-OL,https://neist.res.in/osadhi/phytodetail.php?phyto=+7-STIGMASTEN-3BETA-OL
"8-Hydroxy-2-(8-hydroxy-6-methyl-1,4-dioxonaphthalen-2-yl)-6-methylnaphthalene-1,4-dione",https://neist.res.in/osadhi/phytodetail.php?phyto=+8-Hydroxy-2-%288-hydroxy-6-methyl-1%2C4-dioxonaphthalen-2-yl%29-6-methylnaphthalene-1%2C4-dione
"9,14-Dihydroxyoctadecanoic acid",https://neist.res.in/osadhi/phytodetail.php?phyto=+9%2C14-Dihydroxyoctadecanoic+acid
"9,16-Dihydroxyhexadecanoic acid",https://neist.res.in/osadhi/phytodetail.php?phyto=+9%2C16-Dihydroxyhexadecanoic+acid
9-Hydroxyoctadecanoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+9-Hydroxyoctadecanoic+acid
9-Methyloctadec-9-ene,https://neist.res.in/osadhi/phytodetail.php?phyto=+9-Methyloctadec-9-ene
"9H-Pyrido[2,3-b]indole",https://neist.res.in/osadhi/phytodetail.php?phyto=+9H-Pyrido%5B2%2C3-b%5Dindole
?-citraurin,https://neist.res.in/osadhi/phytodetail.php?phyto=+%3F-citraurin
?-elemene,https://neist.res.in/osadhi/phytodetail.php?phyto=+%3F-elemene
ACETIC-ACID-ETHYL-ESTER,https://neist.res.in/osadhi/phytodetail.php?phyto=+ACETIC-ACID-ETHYL-ESTER
Adamantane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Adamantane
ALBAFURAN-C,https://neist.res.in/osadhi/phytodetail.php?phyto=+ALBAFURAN-C
ALPHA-(METHYLENECYCLOPROPYL)GLYCINE,https://neist.res.in/osadhi/phytodetail.php?phyto=+ALPHA-%28METHYLENECYCLOPROPYL%29GLYCINE
ALPHA-AMINO-BETA-HYDROXYBUTYRIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+ALPHA-AMINO-BETA-HYDROXYBUTYRIC-ACID
ALPHA-CANADINE,https://neist.res.in/osadhi/phytodetail.php?phyto=+ALPHA-CANADINE
alpha-Pinene,https://neist.res.in/osadhi/phytodetail.php?phyto=+alpha-Pinene+
alpha-Spinasterol 3-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=+alpha-Spinasterol+3-glucoside
alpha-Terpineol,https://neist.res.in/osadhi/phytodetail.php?phyto=+alpha-Terpineol+
ALPHA-THUJAPLICIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+ALPHA-THUJAPLICIN
ALPINUMISOFLAVONE,https://neist.res.in/osadhi/phytodetail.php?phyto=+ALPINUMISOFLAVONE
AMBROSIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+AMBROSIC-ACID
AMINO-ADIPIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+AMINO-ADIPIC-ACID
AMMIDIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+AMMIDIN
Apigenin 7-O-beta-D-glucoside,https://neist.res.in/osadhi/phytodetail.php?phyto=+Apigenin+7-O-beta-D-glucoside
APIGENIN-7-(6-O-ALPHA-RHAMNOSYL-BETA-GLUCOSIDE),https://neist.res.in/osadhi/phytodetail.php?phyto=+APIGENIN-7-%286-O-ALPHA-RHAMNOSYL-BETA-GLUCOSIDE%29
ARABINIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+ARABINIC-ACID
ARTEMISIA-ALCOHOL,https://neist.res.in/osadhi/phytodetail.php?phyto=+ARTEMISIA-ALCOHOL
AUREUSIDIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+AUREUSIDIN
BARBATUSIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+BARBATUSIN
Benzyl formate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Benzyl+formate
Benzyl octanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Benzyl+octanoate
BENZYL-6-O-BETA-D-APIOFURANOSYL-BETA-D-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BENZYL-6-O-BETA-D-APIOFURANOSYL-BETA-D-GLUCOSIDE
BENZYLADENINE-3-O-BETA-D-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BENZYLADENINE-3-O-BETA-D-GLUCOSIDE
BETA-AMYRIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-AMYRIN
BETA-BETULENOL,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-BETULENOL
BETA-CARYOPHYLLENE-EPOXIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-CARYOPHYLLENE-EPOXIDE
BETA-DIHYDROPSEUDOIONONE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-DIHYDROPSEUDOIONONE
BETA-DIKETONE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-DIKETONE
BETA-ECDYSTERONE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-ECDYSTERONE
BETA-GURJUNENE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-GURJUNENE
BETA-IONONE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-IONONE
BETA-PELTATIN-A-METHYL-ETHER,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-PELTATIN-A-METHYL-ETHER
BETA-SITOSTEROL-3-O-BETA-D-GLUCOPYRANOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-SITOSTEROL-3-O-BETA-D-GLUCOPYRANOSIDE
BETA-SITOSTEROL-3-O-BETA-D-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-SITOSTEROL-3-O-BETA-D-GLUCOSIDE
BETA-SITOSTERYL-BETA-D-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+BETA-SITOSTERYL-BETA-D-GLUCOSIDE
Bicyclo[2.2.1]heptan-1-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=+Bicyclo%5B2.2.1%5Dheptan-1-ol
BONDUCELLIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+BONDUCELLIN
BRASSICASTEROL,https://neist.res.in/osadhi/phytodetail.php?phyto=+BRASSICASTEROL
Butyl decanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Butyl+decanoate
Butyl octanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Butyl+octanoate
CEDRUSIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+CEDRUSIN
CHEBULAGIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+CHEBULAGIC-ACID
CIS-11-VACCENIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+CIS-11-VACCENIC-ACID
cis-3-Hexen-1-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=+cis-3-Hexen-1-ol+
"CIS-P-MENTHA-1,8-DIEN-6-OL",https://neist.res.in/osadhi/phytodetail.php?phyto=+CIS-P-MENTHA-1%2C8-DIEN-6-OL
CITRUSIN-A,https://neist.res.in/osadhi/phytodetail.php?phyto=+CITRUSIN-A
COLOCYNTHIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+COLOCYNTHIN
CRYPTOCARYALACTONE,https://neist.res.in/osadhi/phytodetail.php?phyto=+CRYPTOCARYALACTONE
CUBEBENE,https://neist.res.in/osadhi/phytodetail.php?phyto=+CUBEBENE
CURCUMADIOL,https://neist.res.in/osadhi/phytodetail.php?phyto=+CURCUMADIOL
Cyclobutane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Cyclobutane
Cyclododecane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Cyclododecane
Cyclohexadecane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Cyclohexadecane+
Cyclohexyl acetate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Cyclohexyl+acetate
Cyclohexyl benzoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Cyclohexyl+benzoate
Cyclopropene,https://neist.res.in/osadhi/phytodetail.php?phyto=+Cyclopropene
CYMBOPOGONE,https://neist.res.in/osadhi/phytodetail.php?phyto=+CYMBOPOGONE
Decanal,https://neist.res.in/osadhi/phytodetail.php?phyto=+Decanal+
Decanoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+Decanoic+acid
Dictamnus albus,https://neist.res.in/osadhi/phytodetail.php?phyto=+Dictamnus+albus
Diethyl carbonate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Diethyl+carbonate
DIHYDROXYCINNAMIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+DIHYDROXYCINNAMIC-ACID
Docosanal,https://neist.res.in/osadhi/phytodetail.php?phyto=+Docosanal+
Docosanoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+Docosanoic+acid
Docosanol,https://neist.res.in/osadhi/phytodetail.php?phyto=+Docosanol
Dodecanal,https://neist.res.in/osadhi/phytodetail.php?phyto=+Dodecanal
Dodecyl propan-2-yl sulfite,https://neist.res.in/osadhi/phytodetail.php?phyto=+Dodecyl+propan-2-yl+sulfite
Dotriacontane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Dotriacontane
Dotriacontanoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+Dotriacontanoic+acid
ELEMADIENONIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+ELEMADIENONIC-ACID
EMODIN-8-BETA-D-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+EMODIN-8-BETA-D-GLUCOSIDE
EMODINANTHRANOL,https://neist.res.in/osadhi/phytodetail.php?phyto=+EMODINANTHRANOL
Ethyl acetate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Ethyl+acetate
Ethyl benzoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Ethyl+benzoate
Ethyl dodecanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Ethyl+dodecanoate
Ethyl N-phenylcarbamate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Ethyl+N-phenylcarbamate
Ethyl tetradecanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Ethyl+tetradecanoate
Eucalyptol,https://neist.res.in/osadhi/phytodetail.php?phyto=+Eucalyptol+
EUPHORBIASTEROID,https://neist.res.in/osadhi/phytodetail.php?phyto=+EUPHORBIASTEROID
Furfural,https://neist.res.in/osadhi/phytodetail.php?phyto=+Furfural+
"Furo[2,3-f]chromen-7-one",https://neist.res.in/osadhi/phytodetail.php?phyto=+Furo%5B2%2C3-f%5Dchromen-7-one
"Furo[2,3-h]quinoline",https://neist.res.in/osadhi/phytodetail.php?phyto=+Furo%5B2%2C3-h%5Dquinoline
GANODERIC-ACID-R,https://neist.res.in/osadhi/phytodetail.php?phyto=+GANODERIC-ACID-R
Geraniol,https://neist.res.in/osadhi/phytodetail.php?phyto=+Geraniol+
GINKGOIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+GINKGOIC-ACID
GRANDISIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+GRANDISIN
GYMNEMAGENIN,https://neist.res.in/osadhi/phytodetail.php?phyto=+GYMNEMAGENIN
Heneicosane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Heneicosane+
Hentriacontan-2-one,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hentriacontan-2-one
Heptacosan-14-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=+Heptacosan-14-ol
Heptadec-7-ene,https://neist.res.in/osadhi/phytodetail.php?phyto=+Heptadec-7-ene
Heptadecanoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+Heptadecanoic+acid
Heptadecyl octadecanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Heptadecyl+octadecanoate
Hexadecan-2-one,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hexadecan-2-one
Hexadecanal,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hexadecanal
Hexadecane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hexadecane
Hexanal,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hexanal
Hexanoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hexanoic+acid
Hexatriacontanoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hexatriacontanoic+acid
Hexyl 4-methylpentanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hexyl+4-methylpentanoate
HIBISCUS-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+HIBISCUS-ACID
HYDROCINNAMIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+HYDROCINNAMIC-ACID
Hyperoside,https://neist.res.in/osadhi/phytodetail.php?phyto=+Hyperoside+
ILEXOL,https://neist.res.in/osadhi/phytodetail.php?phyto=+ILEXOL
INDICUMENONE,https://neist.res.in/osadhi/phytodetail.php?phyto=+INDICUMENONE
INDOLE-3-PROPIONIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+INDOLE-3-PROPIONIC-ACID
"Indolo[2,1-b]quinazoline-6,12-dione",https://neist.res.in/osadhi/phytodetail.php?phyto=+Indolo%5B2%2C1-b%5Dquinazoline-6%2C12-dione
ISOLINOLEIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+ISOLINOLEIC-ACID
ISORAUHIMBINE,https://neist.res.in/osadhi/phytodetail.php?phyto=+ISORAUHIMBINE
JAESCHKEANADIOL,https://neist.res.in/osadhi/phytodetail.php?phyto=+JAESCHKEANADIOL
KAEMPFERID,https://neist.res.in/osadhi/phytodetail.php?phyto=+KAEMPFERID
Limonene,https://neist.res.in/osadhi/phytodetail.php?phyto=+Limonene+
Linalool,https://neist.res.in/osadhi/phytodetail.php?phyto=+Linalool
LOTUSINE,https://neist.res.in/osadhi/phytodetail.php?phyto=+LOTUSINE
LUTEOLIN-7-O-BETA-D-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+LUTEOLIN-7-O-BETA-D-GLUCOSIDE
M-Cymene,https://neist.res.in/osadhi/phytodetail.php?phyto=+M-Cymene+
MACROCARPAL-A,https://neist.res.in/osadhi/phytodetail.php?phyto=+MACROCARPAL-A
MALVIDIN-3-CHLOROGENIC-ACID-GLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+MALVIDIN-3-CHLOROGENIC-ACID-GLUCOSIDE
Maritimein,https://neist.res.in/osadhi/phytodetail.php?phyto=+Maritimein+
MEDICAGENIC-ACID-3-O-TRIGLUCOSIDE,https://neist.res.in/osadhi/phytodetail.php?phyto=+MEDICAGENIC-ACID-3-O-TRIGLUCOSIDE
MENTHADIENE,https://neist.res.in/osadhi/phytodetail.php?phyto=+MENTHADIENE
"Methyl (12R,14S,15Z)-15-ethylidene-3,17-diazapentacyclo[12.3.1.02,10.04,9.012,17]octadeca-2(10),4,6,8-tetraene-13-carboxylate",https://neist.res.in/osadhi/phytodetail.php?phyto=+Methyl+%2812R%2C14S%2C15Z%29-15-ethylidene-3%2C17-diazapentacyclo%5B12.3.1.02%2C10.04%2C9.012%2C17%5Doctadeca-2%2810%29%2C4%2C6%2C8-tetraene-13-carboxylate
"methyl (1S,4aR,6S,7R,7aS)-4a,7-dihydroxy-7-methyl-6-[(E)-3-phenylprop-2-enoyl]oxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,5,6,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate",https://neist.res.in/osadhi/phytodetail.php?phyto=+methyl+%281S%2C4aR%2C6S%2C7R%2C7aS%29-4a%2C7-dihydroxy-7-methyl-6-%5B%28E%29-3-phenylprop-2-enoyl%5Doxy-1-%5B%282S%2C3R%2C4S%2C5S%2C6R%29-3%2C4%2C5-trihydroxy-6-%28hydroxymethyl%29oxan-2-yl%5Doxy-1%2C5%2C6%2C7a-tetrahydrocyclopenta%5Bc%5Dpyran-4-carboxylate
"methyl (4S,5E,6S)-5-(2-acetyloxyethylidene)-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",https://neist.res.in/osadhi/phytodetail.php?phyto=+methyl+%284S%2C5E%2C6S%29-5-%282-acetyloxyethylidene%29-4-%5B2-%5B2-%284-hydroxyphenyl%29ethoxy%5D-2-oxoethyl%5D-6-%5B%282S%2C3R%2C4S%2C5S%2C6R%29-3%2C4%2C5-trihydroxy-6-%28hydroxymethyl%29oxan-2-yl%5Doxy-4H-pyran-3-carboxylate
Methyl 2-(methylamino)benzoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Methyl+2-%28methylamino%29benzoate
Methyl 2-hydroxy-6-methylbenzoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Methyl+2-hydroxy-6-methylbenzoate
Methyl 2-methyloctanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Methyl+2-methyloctanoate
Methyl benzoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Methyl+benzoate
Methyl decanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Methyl+decanoate
Methyl thiocyanate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Methyl+thiocyanate
Methyl Tritriacontanoate,https://neist.res.in/osadhi/phytodetail.php?phyto=+Methyl+Tritriacontanoate
Methylcyclohexane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Methylcyclohexane
MINORINE,https://neist.res.in/osadhi/phytodetail.php?phyto=+MINORINE
MURICATIN-A,https://neist.res.in/osadhi/phytodetail.php?phyto=+MURICATIN-A
MYRICADIOL,https://neist.res.in/osadhi/phytodetail.php?phyto=+MYRICADIOL
N-(13-Methyltetradecyl)acetamide,https://neist.res.in/osadhi/phytodetail.php?phyto=+N-%2813-Methyltetradecyl%29acetamide
N-P-COUMAROYL-GLUTAMIC-ACID,https://neist.res.in/osadhi/phytodetail.php?phyto=+N-P-COUMAROYL-GLUTAMIC-ACID
N-[2-(4-Hydroxyphenyl)ethyl]benzamide,https://neist.res.in/osadhi/phytodetail.php?phyto=+N-%5B2-%284-Hydroxyphenyl%29ethyl%5Dbenzamide
Non-1-en-4-one,https://neist.res.in/osadhi/phytodetail.php?phyto=+Non-1-en-4-one
Nonacos-1-en-4-one,https://neist.res.in/osadhi/phytodetail.php?phyto=+Nonacos-1-en-4-one
Nonacosan-10-one,https://neist.res.in/osadhi/phytodetail.php?phyto=+Nonacosan-10-one
Nonadecane,https://neist.res.in/osadhi/phytodetail.php?phyto=+Nonadecane+
Nonahexacontanoic acid,https://neist.res.in/osadhi/phytodetail.php?phyto=+Nonahexacontanoic+acid
Nonan-1-ol,https://neist.res.in/osadhi/phytodetail.php?phyto=+Nonan-1-ol
